"","Site_ID","Site_Name","Conc_Name","Month","Season","Year","CH4_uM","CO2_uM","N2O_uM","Tw","Cond_uScm","pH","DO_mgL","Chla_ugL","Salinity_PSU","TSS_mgL","NO3_uM","NH4_uM","TN_uM","SRP_uM","TP_uM","DOC_uM","POC_uM","DIC_uM","SUVA254","Ageof14CO2_yrBP","Ageof14CH4_yrBP","Diff_CH4_mmolm2d","Eb_CH4_mmolm2d","Storf_CH4","IBSf_CH4","Total_CH4_mmolm2d","Diff_CO2_mmolm2d","Eb_CO2_mmolm2d","CO2_mmolm2d","N2O_mmolm2d","Lake_name","Hylak_id","WaterType","Region","Country","Cryozone","Ecozone","Latitude","Longitude","Elevation_m","Surface_area_km2","Depth_max_m","Depth_mean_m","Trophic_status","Icefree_days_peryr","MAT","MAP","sizeclass2","sizeclass10","sizeclass5","depthclass","depthclass10","ikt"
"119",15205,"Recent thermokarst lakes",NA,"September","Autumn","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA,3.9,NA,3.9,NA,"Recent thermokarst lakes",NA,"TKL","Siberia","Russia","C",NA,62.56583467,130.9528667,158,0.0736,2.6,NA,NA,163,-10.9583336114884,288,"small_lake","pond","small_lake","depth_1_5","depth_1_5",NA
"122",15206,"Connected alas",NA,"September","Autumn","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,0.6,NA,0.6,NA,"Connected alas",NA,"TKL","Siberia","Russia","C",NA,62.57126667,131.0174667,164,3.0345,5.7,NA,NA,163,-10.9333332379659,293,"lake","medium_lake","medium_lake","depth_5_15","depth_5_10",NA
"125",15207,"Unconnected alas lakes",NA,"September","Autumn","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.4,NA,NA,NA,NA,12.4,NA,12.4,NA,"Unconnected alas lakes",NA,"TKL","Siberia","Russia","C",NA,62.56265333,130.96546,158,0.7894,2.166666667,NA,NA,163,-10.9250002702077,286,"medium_lake","small_lake","medium_lake","depth_1_5","depth_1_5",NA
"128",15208,"BYL36","BYL36","June","Spring","2015",0.1,29.3,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,0.141,7.024,NA,7.024,NA,"BYL36",NA,"TKL","Nunavut","Canada","C","Tundra",73.15980268,-79.96796704,32,0.031123,12,3.1,NA,107,NA,NA,"small_lake","pond","pond","depth_5_15","depth_10",-1.72945276843189
"131",15209,"BYL37",NA,"June","Spring","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,0.175,41.771,NA,41.771,NA,"BYL37",190009,"TKL","Nunavut","Canada","C","Tundra",73.15443726,-79.96915624,44,0.20912,11.9,3.8,NA,107,-13.9333331783613,200,"medium_lake","small_lake","small_lake","depth_5_15","depth_10",NA
"134",15210,"BYL66","BYL66","June","Spring","2015",0.2,22.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,0.246,-1.893,NA,-1.893,NA,"BYL66",190020,"TKL","Nunavut","Canada","C","Tundra",73.15269176,-79.99899175,53,0.116172,4.1,1.9,NA,107,NA,NA,"small_lake","small_lake","small_lake","depth_1_5","depth_1_5",-1.74500045351991
"138",15211,"BYL123",NA,"July","Summer","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.193,NA,NA,0.623,-9.251,0.015,-9.251,NA,"BYL123",NA,"TKL","Nunavut","Canada","C","Tundra",73.15987637,-79.97507359,34,0.011509,2.5,1,NA,107,NA,NA,"pond","pond","pond","depth_1_5","depth_1_5",NA
"140",15212,"BYL27","BYL27","June","Spring","2015",2.7,61.9,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,0.881,NA,NA,1.728,12.416,0.04,12.416,NA,"BYL27",NA,"TKP","Nunavut","Canada","C","Tundra",73.15654492,-79.98454523,43,4e-04,1.4,0.6,NA,107,-13.9416666229566,202,"medium_pond","small_pond","small_pond","depth_1_5","depth_1_5",-0.653917320216436
"143",15213,"BYL24",NA,"June","Spring","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466,0.46,NA,NA,0.926,3.625,0.018,3.625,NA,"BYL24",NA,"TKP","Nunavut","Canada","C","Tundra",73.15653755,-79.98457066,43,0.000256,1.2,0.5,NA,107,-13.9416666229566,202,"medium_pond","small_pond","small_pond","depth_1_5","depth_1_5",NA
"146",15214,"BYL80","BYL80","June","Spring","2015",1,19,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.419,6.257,NA,NA,6.676,-1.951,0.391,-1.951,NA,"BYL80",NA,"TKP","Nunavut","Canada","C","Tundra",73.1576133,-79.98727888,42,0.000212,0.8,0.6,NA,107,-13.9416666229566,202,"medium_pond","small_pond","small_pond","depth_1","depth_1",-0.653917320216436
"149",15215,"BYL30",NA,"June","Spring","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,1.526,NA,NA,2.152,4.627,0.021,4.627,NA,"BYL30",NA,"TKP","Nunavut","Canada","C","Tundra",73.15758604,-79.98376526,41,0.000125,0.7,0.4,NA,107,-13.9416666229566,202,"small_pond","small_pond","small_pond","depth_1","depth_1",NA
"152",15008,"KWK1","KWK1","July","Summer","2006/2007",0.0434,30.4,NA,12.8,NA,7.36,NA,10.3,NA,11.7,NA,NA,NA,NA,1.55483870967742,633.333333333333,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,5.6,NA,5.6,NA,"KWK1",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3308,-77.50276667,111,0.00039,2.3,NA,NA,150,-3.70833337306976,641,"medium_pond","small_pond","small_pond","depth_1_5","depth_1_5",0.15671604810084
"158",15523,"BYL1",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,-14.45,NA,-14.45,NA,"BYL1",NA,"TKP","Nunavut","Canada","C","Tundra",73.1615,-79.9667,53,0.00018,NA,NA,NA,NA,-13.9333331783613,200,"small_pond","small_pond","small_pond",NA,NA,NA
"159",16539,"KWK2","KWK2","July","Summer","2006/2007",0.0434,42.7,NA,13.4,NA,8.46,NA,2.4,NA,5.1,NA,NA,NA,NA,1.21290322580645,433.333333333333,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,14.95,NA,14.95,NA,"KWK2",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3305556,-77.5030556,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"160",16540,"KWK3","KWK3","July","Summer","2006/2007",0.2934,67.1,NA,13.4,NA,6.97,NA,6.4,NA,42,NA,NA,NA,NA,1.70322580645161,725,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,30.1,NA,30.1,NA,"KWK3",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3302778,-77.5022222,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"161",16541,"KWK6","KWK6","July","Summer","2006/2007",0.0434,34.9,NA,11.9,NA,6.89,NA,2.1,NA,6.9,NA,NA,NA,NA,1.08387096774194,258.333333333333,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,11.75,NA,11.75,NA,"KWK6",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3302778,-77.5033333,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.0285837916502274
"162",16542,"KWK7","KWK7","July","Summer","2006/2007",0.0634,58.8,NA,13.4,NA,7.2,NA,1.4,NA,11.3,NA,NA,NA,NA,1.9258064516129,791.666666666667,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,30.5,NA,30.5,NA,"KWK7",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3297222,-77.5025,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"163",16543,"KWK11","KWK11","July","Summer","2006/2007",0.0534,29.8,NA,13.4,NA,6.77,NA,23.8,NA,9.5,NA,NA,NA,NA,3.08387096774194,783.333333333333,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,8.65,NA,8.65,NA,"KWK11",NA,"TKP","Quebec","Canada","D","Boreal forest",55.33,-77.5038889,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"165",16545,"KWK21","KWK21","July","Summer","2006/2007",0.0434,39.7,NA,13.4,NA,6.87,NA,4,NA,24,NA,NA,NA,NA,2.7741935483871,641.666666666667,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,8.5,NA,8.5,NA,"KWK21",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3294444,-77.5025,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"166",16546,"KWK23","KWK23","July","Summer","2006/2007",0.0534,43.6,NA,11.5,NA,7.18,NA,5.2,NA,16.8,NA,NA,NA,NA,2.24193548387097,550,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,29.1,NA,29.1,NA,"KWK23",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3294444,-77.5030556,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,-0.0286239585803472
"167",16547,"KWK33","KWK33","July","Summer","2006/2007",0.1334,75.6,NA,13.4,NA,6.2,NA,7.2,NA,25.1,NA,NA,NA,NA,3.51290322580645,816.666666666667,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,36.65,NA,36.65,NA,"KWK33",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3291667,-77.5030556,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"168",16548,"KWK35","KWK35","July","Summer","2006/2007",0.0534,45.3,NA,13.4,NA,7.25,NA,8.1,NA,10.6,NA,NA,NA,NA,1.32903225806452,875,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,10.5,NA,10.5,NA,"KWK35",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3291667,-77.5025,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"169",16549,"KWK36","KWK36","July","Summer","2006/2007",0.1134,65.3,NA,15.2,NA,6.52,NA,2.1,NA,8,NA,NA,NA,NA,1.19032258064516,675,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,39.2,NA,39.2,NA,"KWK36",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3283333,-77.5027778,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.494491665244304
"170",16550,"KWK38","KWK38","July","Summer","2006/2007",0.4334,58.3,NA,13.4,NA,7.33,NA,1.9,NA,5.5,NA,NA,NA,NA,1.74838709677419,500,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,27.4,NA,27.4,NA,"KWK38",NA,"TKP","Quebec","Canada","D","Boreal forest",55.3291667,77.5019444,155,0.00035,NA,NA,NA,NA,-3.75833330551783,642,"medium_pond","small_pond","small_pond",NA,NA,0.241690397431945
"171",16551,"BYL22",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,-15.35,NA,-15.35,NA,"BYL22",NA,"TKP","Nunavut","Canada","C","Tundra",73.1613,-79.9667,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"172",16552,"BYL23",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,NA,NA,NA,NA,2.45,NA,2.45,NA,"BYL23",NA,"TKP","Nunavut","Canada","C","Tundra",73.1611,79.9665,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"173",16553,"BYL25",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,18.3,NA,18.3,NA,"BYL25",NA,"TKP","Nunavut","Canada","C","Tundra",73.1611,-79.9661,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"174",16554,"BYL26",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,-12.35,NA,-12.35,NA,"BYL26",NA,"TKP","Nunavut","Canada","C","Tundra",73.1613,-79.9661,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"175",16555,"BYL28",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,NA,NA,71.3,NA,71.3,NA,"BYL28",NA,"TKP","Nunavut","Canada","C","Tundra",73.1613,-79.9648,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"176",16556,"BYL29",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,-15.05,NA,-15.05,NA,"BYL29",NA,"TKP","Nunavut","Canada","C","Tundra",73.1623,-79.9648,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"177",16557,"BYL31",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,-10.75,NA,-10.75,NA,"BYL31",NA,"TKP","Nunavut","Canada","C","Tundra",73.1625,-79.9645,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"178",16558,"BYL32",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,-10.6,NA,-10.6,NA,"BYL32",NA,"TKP","Nunavut","Canada","C","Tundra",73.162,-79.9645,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"179",16559,"BYL33",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,NA,NA,NA,NA,-8.8,NA,-8.8,NA,"BYL33",NA,"TKP","Nunavut","Canada","C","Tundra",73.1621,-79.9644,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"180",16560,"BYL34",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,-10.9,NA,-10.9,NA,"BYL34",NA,"TKP","Nunavut","Canada","C","Tundra",73.1622,-79.9642,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"181",16561,"BYL35",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,NA,NA,-10.45,NA,-10.45,NA,"BYL35",NA,"TKP","Nunavut","Canada","C","Tundra",73.1624,-79.9644,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"183",16563,"BYL41",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,-8.9,NA,-8.9,NA,"BYL41",NA,"TKP","Nunavut","Canada","C","Tundra",73.1628,-79.9651,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"184",16564,"BYL42",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,12.45,NA,12.45,NA,"BYL42",NA,"TKP","Nunavut","Canada","C","Tundra",73.1623,-79.9653,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"185",16565,"BYL39",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,1,NA,1,NA,"BYL39",NA,"TKP","Nunavut","Canada","C","Tundra",73.1622,-79.9653,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"186",16566,"BYL40",NA,"July","Summer","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,3.15,NA,3.15,NA,"BYL40",NA,"TKP","Nunavut","Canada","C","Tundra",73.1622,-79.9671,33,0.00018,NA,NA,NA,NA,NA,NA,"small_pond","small_pond","small_pond",NA,NA,NA
"187",15220,"BZ-3","BZ-3","July","Summer","2015",1.12,79,NA,13.9,13.5,6.7,10.8,NA,NA,NA,NA,NA,NA,NA,NA,933.333333333333,NA,71.6666666666667,NA,NA,NA,0.98,NA,NA,NA,NA,70,NA,70,NA,"BZ-3",NA,"TKL","Siberia","Russia","S","Tundra",67.60013,54.72347,111,0.030301,NA,0.5,NA,NA,-4.29999999701978,465,"small_lake","pond","pond",NA,NA,0.31223099776647
"188",15221,"BZ-13","BZ-13","July","Summer","2015",0.37,85,NA,15,16.7,6.7,11,NA,NA,NA,NA,NA,NA,NA,NA,916.666666666667,NA,81.6666666666667,NA,NA,NA,0.25,NA,NA,NA,NA,60,NA,60,NA,"BZ-13",NA,"TKL","Siberia","Russia","S","Tundra",67.6178,53.8989,39,0.334711,NA,0.7,NA,NA,-3.64166667064032,461,"medium_lake","small_lake","small_lake",NA,NA,0.466558604418879
"194",15222,"BZ-19","BZ-19","July","Summer","2015",0.52,83,NA,11.3,15.8,6.21,11.2,NA,NA,NA,NA,NA,NA,NA,NA,975,NA,50,NA,NA,NA,0.25,NA,NA,NA,NA,40,NA,40,NA,"BZ-19",NA,"TKL","Siberia","Russia","S","Tundra",67.799,53.6682,18,0.044902,NA,0.7,NA,NA,-3.66666673620542,447,"small_lake","pond","pond",NA,NA,-0.0572881688162852
"195",15223,"BZ-30","BZ-30","July","Summer","2015",0.08,279,NA,11.5,59,7.3,10.4,NA,NA,NA,NA,NA,NA,NA,NA,675,NA,486.666666666667,NA,NA,NA,0.04,NA,NA,NA,NA,136,NA,136,NA,"BZ-30",NA,"TKL","Siberia","Russia","S","Tundra",67.6188,52.9218,3,7.85,NA,0.5,NA,NA,-3.58333330166837,451,"lake","medium_lake","lake",NA,NA,-0.0286239585803472
"196",15224,"BZ-5","BZ-5","July","Summer","2015",1.25,259,NA,15.3,32.1,6.91,10.1,NA,NA,NA,NA,NA,NA,NA,NA,966.666666666667,NA,269.166666666667,NA,NA,NA,1.14,NA,NA,NA,NA,239,NA,239,NA,"BZ-5",NA,"TKL","Siberia","Russia","S","Tundra",67.5984,54.7273,111,0.008447,NA,NA,NA,NA,-4.26666661600272,466,"pond","medium_pond","pond",NA,NA,0.508443669884365
"197",15225,"BZ-9","BZ-9","July","Summer","2015",2.1,139,NA,17,20.4,5.92,10,NA,NA,NA,NA,NA,NA,NA,NA,1566.66666666667,NA,80.8333333333333,NA,NA,NA,2,NA,NA,NA,NA,134,NA,134,NA,"BZ-9",NA,"TKL","Siberia","Russia","S","Tundra",67.6156,53.9055,38,0.111974,NA,0.7,NA,NA,-3.64999995628994,461,"small_lake","small_lake","small_lake",NA,NA,0.744156332801197
"204",15226,"BZ-12","BZ-12","July","Summer","2015",0.6,70,NA,15.3,14.4,5.12,10.1,NA,NA,NA,NA,NA,NA,NA,NA,1200,NA,45,NA,NA,NA,0.55,NA,NA,NA,NA,65,NA,65,NA,"BZ-12",NA,"TKL","Siberia","Russia","S","Tundra",67.613,53.9112,37,0.067634,NA,0.7,NA,NA,-3.62499997206033,463,"small_lake","pond","small_lake",NA,NA,0.508443669884365
"210",15227,"BZ-4","BZ-4","July","Summer","2015",5.59,197,NA,15.1,29.2,4.14,13.5,NA,NA,NA,NA,NA,NA,NA,NA,2991.66666666667,NA,50,NA,NA,NA,5.08,NA,NA,NA,NA,181,NA,181,NA,"BZ-4",NA,"Pond","Siberia","Russia","S","Tundra",67.5997,53.7252,27,6.3e-05,NA,0.3,NA,NA,-3.52500003948808,459,"small_pond","small_pond","small_pond",NA,NA,0.48052998011535
"211",15228,"BZ-18","BZ-18","July","Summer","2015",6.75,62,NA,10,20.7,4.49,12.2,NA,NA,NA,NA,NA,NA,NA,NA,1983.33333333333,NA,40.8333333333333,NA,NA,NA,3.09,NA,NA,NA,NA,28,NA,28,NA,"BZ-18",NA,"Pond","Siberia","Russia","S","Tundra",67.7995,53.6673,18,6e-06,NA,0.3,NA,NA,-3.66666673620542,447,"small_pond","small_pond","small_pond",NA,NA,-0.244592560071062
"212",15229,"BZ-14","BZ-14","July","Summer","2015",0.26,432,NA,11,28.4,5.02,4.4,NA,NA,NA,NA,NA,NA,NA,NA,683.333333333333,NA,65,NA,NA,NA,0.15,NA,NA,NA,NA,260,NA,260,NA,"BZ-14",NA,"Pond","Siberia","Russia","S","Tundra",67.6177,53.9087,39,0.000398,NA,0.5,NA,NA,-3.65833332141241,462,"medium_pond","small_pond","small_pond",NA,NA,-0.1003601419484
"215",15230,"BZ-32","BZ-32","July","Summer","2015",1.09,66,NA,11.6,32.7,4.1,10.5,NA,NA,NA,NA,NA,NA,NA,NA,2716.66666666667,NA,21.6666666666667,NA,NA,NA,0.53,NA,NA,NA,NA,32,NA,32,NA,"BZ-32",NA,"Pond","Siberia","Russia","S","Tundra",67.6541,53.3942,10,5.94e-05,NA,0.5,NA,NA,-3.5333332537363,457,"small_pond","small_pond","small_pond",NA,NA,-0.0143069531341382
"216",15231,"BZ-10","BZ-10","July","Summer","2015",0.1,125,NA,16.6,20.6,4.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,1575,NA,46.6666666666667,NA,NA,NA,0.09,NA,NA,NA,NA,119,NA,119,NA,"BZ-10",NA,"Pond","Siberia","Russia","S","Tundra",67.617,53.9085,39,1.1e-06,NA,0.2,NA,NA,-3.65833332141241,462,"small_pond","small_pond","small_pond",NA,NA,0.688943366151769
"217",15232,"BZ-11","BZ-11","July","Summer","2015",17,860,NA,18.9,62.2,3.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,7458.33333333333,NA,284.166666666667,NA,NA,NA,17,NA,NA,NA,NA,872,NA,872,NA,"BZ-11",NA,"Pond","Siberia","Russia","S","Tundra",67.6172,53.9095,39,1.2e-06,NA,0.2,NA,NA,-3.65833332141241,462,"small_pond","small_pond","small_pond",NA,NA,1.00435251893952
"218",15233,"BZ-33","BZ-33","July","Summer","2015",0.39,140,NA,12,39.1,4.36,9.3,NA,NA,NA,NA,NA,NA,NA,NA,3158.33333333333,NA,25.8333333333333,NA,NA,NA,0.19,NA,NA,NA,NA,70,NA,70,NA,"BZ-33",NA,"Pond","Siberia","Russia","S","Tundra",67.6547,53.3937,10,1e-06,NA,0.2,NA,NA,-3.5333332537363,457,"small_pond","small_pond","small_pond",NA,NA,0.0428606512882581
"219",15234,"BZ-34","BZ-34","July","Summer","2015",0.21,487,NA,9,36.4,5.37,7.2,NA,NA,NA,NA,NA,NA,NA,NA,2208.33333333333,NA,50.8333333333333,NA,NA,NA,0.09,NA,NA,NA,NA,216,NA,216,NA,"BZ-34",NA,"Pond","Siberia","Russia","S","Tundra",67.6639,53.3963,13,1e-07,NA,0.2,NA,NA,-3.54999991257986,454,"small_pond","small_pond","small_pond",NA,NA,-0.389847359325202
"220",15235,"BZ-35","BZ-35","July","Summer","2015",2.5,717,NA,10.9,21.9,5.51,6.2,NA,NA,NA,NA,NA,NA,NA,NA,1291.66666666667,NA,122.5,NA,NA,NA,1.18,NA,NA,NA,NA,343,NA,343,NA,"BZ-35",NA,"Pond","Siberia","Russia","S","Tundra",67.6632,53.3978,13,1e-07,NA,0.2,NA,NA,-3.54999991257986,454,"small_pond","small_pond","small_pond",NA,NA,-0.11473768434989
"221",15236,"BZ-20","BZ-20","July","Summer","2015",0.09,986,NA,7,61.6,3.72,11.5,NA,NA,NA,NA,NA,NA,NA,NA,4208.33333333333,NA,157.5,NA,NA,NA,0.04,NA,NA,NA,NA,403,NA,403,NA,"BZ-20",NA,"Pond","Siberia","Russia","S","Tundra",67.7992,53.6672,18,5e-07,NA,0.2,NA,NA,-3.66666673620542,447,"small_pond","small_pond","small_pond",NA,NA,-0.683467894101639
"222",15237,"BZ-37","BZ-37","July","Summer","2016",106,638,NA,22.6,40,4.07,3.5,NA,NA,NA,NA,NA,NA,NA,NA,5233.33333333333,NA,233.333333333333,NA,NA,NA,67.3,NA,NA,NA,NA,413,NA,413,NA,"BZ-37",NA,"Pond","Siberia","Russia","D","Tundra",67.4345,58.1673,74,0.000137,NA,0.2,NA,NA,-4.67499991257986,447,"small_pond","small_pond","small_pond",NA,NA,1.50145607654905
"223",15238,"BZ-38","BZ-38","July","Summer","2016",71.6,671,NA,23.4,133,4.46,6,NA,NA,NA,NA,NA,NA,NA,NA,2900,NA,229.166666666667,NA,NA,NA,50.9,NA,NA,NA,NA,488,NA,488,NA,"BZ-38",NA,"Pond","Siberia","Russia","D","Tundra",67.436,58.1619,73,1.18e-05,NA,0.2,NA,NA,-4.65833321213723,448,"small_pond","small_pond","small_pond",NA,NA,1.60730694277176
"224",15239,"BZ-39","BZ-39","July","Summer","2016",2.17,111,NA,24.2,11.2,5.73,8.2,NA,NA,NA,NA,NA,NA,NA,NA,900,NA,45,NA,NA,NA,1.58,NA,NA,NA,NA,83,NA,83,NA,"BZ-39",NA,"Pond","Siberia","Russia","D","Tundra",67.4361,58.1613,73,0.00036,NA,0.5,NA,NA,-4.65833321213723,448,"medium_pond","small_pond","small_pond",NA,NA,1.71258823984716
